h0_x0,h0_y0,h0_z0,h0_x1,h0_y1,h0_z1,h0_x2,h0_y2,h0_z2,h0_x3,h0_y3,h0_z3,h0_x4,h0_y4,h0_z4,h0_x5,h0_y5,h0_z5,h0_x6,h0_y6,h0_z6,h0_x7,h0_y7,h0_z7,h0_x8,h0_y8,h0_z8,h0_x9,h0_y9,h0_z9,h0_x10,h0_y10,h0_z10,h0_x11,h0_y11,h0_z11,h0_x12,h0_y12,h0_z12,h0_x13,h0_y13,h0_z13,h0_x14,h0_y14,h0_z14,h0_x15,h0_y15,h0_z15,h0_x16,h0_y16,h0_z16,h0_x17,h0_y17,h0_z17,h0_x18,h0_y18,h0_z18,h0_x19,h0_y19,h0_z19,h0_x20,h0_y20,h0_z20,h1_x0,h1_y0,h1_z0,h1_x1,h1_y1,h1_z1,h1_x2,h1_y2,h1_z2,h1_x3,h1_y3,h1_z3,h1_x4,h1_y4,h1_z4,h1_x5,h1_y5,h1_z5,h1_x6,h1_y6,h1_z6,h1_x7,h1_y7,h1_z7,h1_x8,h1_y8,h1_z8,h1_x9,h1_y9,h1_z9,h1_x10,h1_y10,h1_z10,h1_x11,h1_y11,h1_z11,h1_x12,h1_y12,h1_z12,h1_x13,h1_y13,h1_z13,h1_x14,h1_y14,h1_z14,h1_x15,h1_y15,h1_z15,h1_x16,h1_y16,h1_z16,h1_x17,h1_y17,h1_z17,h1_x18,h1_y18,h1_z18,h1_x19,h1_y19,h1_z19,h1_x20,h1_y20,h1_z20,label
0.0,0.0,0.0,-0.22572051598866402,0.08892020326826158,-0.2736006254408049,-0.4719610788853884,0.3693608443450866,-0.34200078180100607,-0.6976815948740525,0.6019213759697707,-0.36252082870906643,-0.9370821421347567,0.7387216886901732,-0.36252082870906643,-0.36252082870906643,0.9097220795906762,-0.2188805003526439,-0.8002818294143542,1.1901627206675012,-0.32832075052896587,-1.11492254867128,1.1970027363035214,-0.4172409537972274,-1.3611631115680043,1.1354425955793401,-0.4651210632493683,-0.38988089125314696,0.9165620952266963,-0.08892020326826158,-0.8071218450503744,1.1901627206675012,-0.19836045344458353,-1.11492254867128,1.176482689395461,-0.28728065671284514,-1.3680031272040243,1.11492254867128,-0.34200078180100607,-0.4651210632493683,0.8892020326826159,0.006840015636020122,-0.8208018763224146,1.1354425955793401,-0.07524017199622134,-1.0875624861271993,1.1422826112153603,-0.16416037526448293,-1.3132830021158635,1.1012425173992397,-0.2120404847166238,-0.5403612352455897,0.8413219232304749,0.08892020326826158,-0.8208018763224146,1.073882454855159,0.020520046908060367,-1.0396823766750585,1.1286025799433201,-0.027360062544080486,-1.2175227832115818,1.1217625643073,-0.05472012508816097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thank you
0.0,0.0,0.0,-0.32742581887149574,0.006821371226489494,-0.20464113679468482,-0.6957798651019285,0.2455693641536218,-0.2523907353801113,-0.9686347141615081,0.4774959858542646,-0.2660334778330903,-1.200561335862151,0.634387524063523,-0.2660334778330903,-0.5729951830251175,0.7571722061403339,-0.16371290943574787,-1.0300270551999136,0.9754560853879977,-0.2387479929271323,-1.3369887603919408,0.9754560853879977,-0.29331896273904823,-1.5620940108660941,0.9345278580290607,-0.32060444764500623,-0.5388883268926701,0.8390286608582078,-0.07503508349138444,-1.0027415702939557,1.0436697976528926,-0.14324879575627938,-1.309703275485983,1.036848426426403,-0.19781976556819533,-1.5416298971866258,0.9890988278409767,-0.2251052504741533,-0.552531069345649,0.8594927745376763,0.0,-0.9754560853879977,1.036848426426403,-0.06139234103840545,-1.2551323056740669,1.0300270551999136,-0.1159633108503214,-1.4665948136952414,0.9822774566144872,-0.14324879575627938,-0.593459296704586,0.8390286608582078,0.054570969811915955,-0.9277064868025712,1.0095629415204452,0.0,-1.173275850956193,1.023205683973424,-0.020464113679468484,-1.3710956165243884,0.9890988278409767,-0.027285484905957978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thank you
0.0,0.0,0.0,-0.44247352792684386,0.0,-0.14987006591070517,-0.8207170276062427,0.2283734337686936,-0.1712800753265202,-1.099047150011838,0.4353368581215722,-0.14987006591070517,-1.3060105743647166,0.570933584421734,-0.1141867168843468,-0.6637102918902658,0.7208036503324392,-0.1141867168843468,-1.0919104802065662,0.9349037444905894,-0.1427333961054335,-1.3488305931963467,0.9134937350747744,-0.15700673571597684,-1.5343840081334101,0.856400376632601,-0.16414340552124854,-0.570933584421734,0.8207170276062427,-0.021410009415815025,-1.0205437821538494,1.0276804519591212,-0.049956688636901725,-1.27746389514363,0.9848604331274912,-0.07850336785798842,-1.4772906496912368,0.8920837256589594,-0.0856400376632601,-0.5352502353953756,0.834990367216786,0.049956688636901725,-0.9420404142958612,1.013407112348578,0.0285466792210867,-1.1918238574803697,0.9705870935169478,0.0,-1.3773772724174334,0.877810386048416,-0.021410009415815025,-0.5423869052006473,0.8064436879956993,0.12132338668961848,-0.8635370464378727,0.9563137539064045,0.09991337727380345,-1.077637140596023,0.9349037444905894,0.07850336785798842,-1.2417805461172715,0.8635370464378727,0.07850336785798842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thank you
0.0,0.0,0.0,-0.45802538841269874,-0.04657885305891851,-0.10092084829432345,-0.8772350659429654,0.18631541223567405,-0.08539456394135062,-1.14894504211999,0.4347359618832395,-0.038815710882432096,-1.3430235965321504,0.5899988054129679,0.023289426529459256,-0.721972222413237,0.6909196537072914,-0.09315770611783702,-1.1799976108259358,0.9548664877078296,-0.13973655917675554,-1.443944444826474,0.9005244924724246,-0.1630259857062148,-1.591444146179716,0.7918405020016147,-0.15526284352972838,-0.5899988054129679,0.8073667863545876,-0.007763142176486419,-1.0635504781786393,1.0480241938256667,-0.038815710882432096,-1.3197341700026912,0.9781559142372889,-0.054341995235404936,-1.4905232978853924,0.8617087815899925,-0.054341995235404936,-0.5201305258245901,0.8384193550605332,0.06210513741189135,-0.9471033455313431,1.0402610516491801,0.06210513741189135,-1.1955238951789087,1.001445340766748,0.04657885305891851,-1.3663130230616098,0.9160507768253975,0.038815710882432096,-0.5046042414716172,0.815129928531074,0.13197341700026913,-0.8539456394135061,0.9936821985902616,0.15526284352972838,-1.0868399047080988,0.9859190564137752,0.1630259857062148,-1.242102748237827,0.9160507768253975,0.17855227005918764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thank you
0.0,0.0,0.0,-0.47581598512584866,-0.023790799256292433,-0.03172106567505657,-0.8406082403889993,0.2537685254004526,0.015860532837528286,-1.0705859665331594,0.5154673172196693,0.07930266418764144,-1.1974702292333856,0.6978634448512446,0.16653559479404703,-0.7137239776887729,0.7216542441075371,0.08723293060640558,-1.0071438351830464,1.0230043680205745,0.1268842627002263,-1.213330762070914,1.1340280978832726,0.1427447955377546,-1.3402150247711404,1.1895399628146217,0.15067506195651872,-0.5471883828947259,0.824747707551471,0.1427447955377546,-0.8564687732265276,1.102307032208216,0.1823961276315753,-1.046795167276867,1.1657491635583292,0.17446586121281116,-1.1895399628146217,1.213330762070914,0.16653559479404703,-0.44409491945079205,0.8643990396452917,0.1982566604691036,-0.7454450433638296,1.102307032208216,0.24583825898168846,-0.9199109045766407,1.1657491635583292,0.2696290582379809,-1.046795167276867,1.1974702292333856,0.2854895910755092,-0.3965133209382072,0.8564687732265276,0.24583825898168846,-0.658212112757424,1.0864464993706877,0.3092803903318016,-0.8485385068077634,1.1657491635583292,0.3647922552631506,-0.9674925030892255,1.1895399628146217,0.40444358735697133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thank you
0.0,0.0,0.0,-0.5053556856291972,0.026597667664694593,0.026597667664694593,-0.8954548113780513,0.32803790119789994,0.07092711377251891,-1.1171020419171729,0.6649416916173648,0.12412244910190809,-1.1880291556896918,0.9309183682643107,0.18618367365286215,-0.9220524790427459,0.5496851317370216,0.07979300299408378,-1.1614314880249972,0.975247814372135,0.0975247814372135,-1.2766880479053404,1.232358601797516,0.0975247814372135,-1.3298833832347297,1.3919446077856836,0.0975247814372135,-0.7092711377251891,0.7004052485036243,0.07979300299408378,-0.9663819251505702,1.0905043742524783,0.0975247814372135,-1.0727725958093486,1.29441982634847,0.08865889221564864,-1.1259679311387378,1.4451399431150729,0.07979300299408378,-0.5142215748507621,0.8067959191624026,0.07979300299408378,-0.7536005838330134,1.1436997095818675,0.11525655988034324,-0.8688571437133566,1.303285715570035,0.14185422754503782,-0.9309183682643107,1.4096763862288133,0.15072011676660269,-0.34576967964102967,0.8599912544917918,0.07979300299408378,-0.5496851317370216,1.1525655988034322,0.12412244910190809,-0.6649416916173648,1.2855539371269054,0.17731778443129728,-0.7270029161683188,1.3830787185641187,0.20391545209599188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thank you
0.0,0.0,0.0,-0.16976134533759807,-0.33952269067519614,-0.13285670504681588,-0.1771422733957545,-0.6273788849432972,-0.23618969786100602,-0.08857113669787725,-0.7676165180482696,-0.3321417626170397,0.007380928058156438,-0.8783304389206161,-0.4133319712567605,0.5609505324198892,-0.8192830144553646,-0.16238041727944164,0.6126170288269843,-0.9890443597929627,-0.2583324820354753,0.4797603237801685,-0.8783304389206161,-0.3321417626170397,0.39857011514044766,-0.7380928058156437,-0.37642733096597836,0.7676165180482696,-0.6199979568851408,-0.16238041727944164,0.8857113669787725,-0.8414257986298339,-0.22142784174469313,0.7454737338738002,-0.7676165180482696,-0.2583324820354753,0.6273788849432972,-0.64214074105961,-0.2804752662099446,0.8709495108624596,-0.4059510431986041,-0.16976134533759807,0.9299969353277112,-0.5830933165943586,-0.20666598562838026,0.7971402302808953,-0.5314268201872635,-0.1919041295120674,0.6938072374667051,-0.4502366115475427,-0.18452320145391093,0.9004732230950854,-0.18452320145391093,-0.1919041295120674,0.9373778633858676,-0.32476083455888327,-0.19928505757022383,0.8340448705716775,-0.31737990650072684,-0.1549994892212852,0.7454737338738002,-0.26571341009363175,-0.12547577698865944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thank you
0.0,0.0,0.0,-0.37921015284415643,-0.48263110361983547,-0.16087703453994515,-0.4711398868669822,-1.022718291003937,-0.33324528583274354,-0.26429798531562415,-1.3904372270952403,-0.4711398868669822,-0.034473650258559675,-1.6202615621523047,-0.5745608376426613,0.1838594680456516,-1.022718291003937,-0.5056135371255419,0.7124554386769,-1.78113859669225,-0.6664905716654871,0.5515784041369548,-1.7466649464336903,-0.6779817884183402,0.4251750198555693,-1.5168406113766257,-0.6320169214069273,0.5400871873841016,-0.6894730051711935,-0.48263110361983547,1.0916655915210565,-1.631752778905158,-0.5975432711483677,0.9078061234754048,-1.6777176459165708,-0.563069620889808,0.7584203056883129,-1.482366961118066,-0.5056135371255419,0.8388588229582854,-0.4711398868669822,-0.44815745336127577,1.2640338428138547,-1.3904372270952403,-0.49412232037268866,1.06868315801535,-1.436402094106653,-0.37921015284415643,0.9307885569811112,-1.2985074930724145,-0.28728041882133065,1.0571919412624966,-0.33324528583274354,-0.4136838031027161,1.3444723600838273,-1.1146480250267627,-0.39070136959700963,1.1606128920381757,-1.1606128920381757,-0.24131555180991773,1.0342095077567903,-1.022718291003937,-0.12640338428138548,0.0,0.0,0.0,-0.12703807534291822,-0.5646136681907477,-0.25407615068583644,0.09880739193338084,-1.2562654117244136,-0.4516909345525981,0.5363829847812103,-1.8067637382103925,-0.5646136681907477,0.8469205022861215,-2.2584546727629906,-0.6634210601241285,-0.12703807534291822,-0.776343793762278,-0.8610358439908902,0.4799216179621355,-1.6232642960483996,-1.1292273363814953,0.733997768647972,-2.1737626225343787,-1.2139193866101075,0.8751511856956589,-2.625453557086977,-1.2421500700196448,0.183499442161993,-0.5222676430764416,-0.8328051605813528,0.8610358439908902,-1.425649512181638,-1.0727659695624205,1.143342678086264,-2.0326092054866916,-1.0727659695624205,1.2703807534291822,-2.4843001400392897,-1.100996652971958,0.4940369596669042,-0.366998884323986,-0.8045744771718154,1.0868813112671893,-1.2562654117244136,-0.9880739193338084,1.2986114368387196,-1.778533054800855,-0.9739585776290397,1.4115341704768691,-2.2302239893534535,-0.9880739193338084,0.7622284520575093,-0.3246528592096799,-0.776343793762278,1.1715733614958015,-0.9316125525147336,-0.9457278942195023,1.3127267785434884,-1.3691881453625632,-0.9880739193338084,1.3833034870673317,-1.7503023713913177,-1.0021892610385772,Thank you
0.0,0.0,0.0,-0.2427786196104914,-0.5664834457578133,-0.1502915264255423,-0.25433950625861,-1.1329668915156266,-0.28902216620296595,-0.057804433240593193,-1.5722805841441347,-0.3815092593879151,0.10404797983306774,-1.8959854102914566,-0.4855572392209828,0.04624354659247455,-1.0057971383863216,-0.4508745792766269,0.3930701460360337,-1.5144761509035416,-0.6474096522946438,0.5896052190540505,-1.8613027503471007,-0.7630185187758302,0.7283358588314742,-2.173446689846304,-0.8323838386645419,0.3352657127954405,-0.8208229520164233,-0.46243546592474555,0.7398967454795928,-1.3873063977742366,-0.6474096522946438,0.9826753650900842,-1.8034983171065075,-0.7630185187758302,1.1329668915156266,-2.138764029901948,-0.8439447253126606,0.6242878789984064,-0.6820923122389997,-0.46243546592474555,1.01735802503444,-1.2254539847005756,-0.6011661057021692,1.213893098052457,-1.6647676773290838,-0.6820923122389997,1.341062851181762,-2.011594276772643,-0.7283358588314742,0.9017491585532538,-0.5549225591096947,-0.4508745792766269,1.2023322114043384,-1.0289189116825588,-0.5549225591096947,1.3526237378298807,-1.3757455111261179,-0.5780443324059319,1.468232604311067,-1.6532067906809653,-0.5780443324059319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thank you
0.0,0.0,0.0,-0.2710196263152273,-0.48783532736740914,-0.09756706547348183,-0.32522355157827276,-1.0190337949452546,-0.23849727115740002,-0.17345256084174548,-1.4526651970496183,-0.35774590673610007,0.05420392526304546,-1.7236848233648456,-0.47699454231480004,-0.04336314021043637,-1.051556150103082,-0.4227906170517546,0.35774590673610007,-1.6803216831544092,-0.6070839629461092,0.5962431778935001,-1.994704449680073,-0.6829694583143728,0.7805365237878547,-2.233201720837473,-0.704651028419591,0.2601788412626182,-0.8455812341035092,-0.466153757262191,0.6938102433669819,-1.5502322625231002,-0.6179247479987182,0.932307514524382,-1.9188189543118093,-0.6396063181039364,1.1057600753661274,-2.1789977955744275,-0.6504471031565455,0.5528800376830637,-0.6287655330513273,-0.49867611242001825,0.9431482995769911,-1.300894206313091,-0.6179247479987182,1.1491232155765638,-1.6477993279965821,-0.6070839629461092,1.290053421260482,-1.9188189543118093,-0.5962431778935001,0.8238996639982911,-0.4336314021043637,-0.5311984675778455,1.1166008604187365,-0.9431482995769911,-0.6179247479987182,1.2575310661026546,-1.2358494959974364,-0.5962431778935001,1.3659389166287457,-1.4851875522074456,-0.5745616077882819,0.0,0.0,0.0,-0.24227076508796783,-0.5506153751999269,-0.09911076753598684,-0.3193569176159576,-1.0792061353918567,-0.2312584575839693,-0.16518461255997807,-1.5307107430557967,-0.33036922511995614,0.05506153751999269,-1.8390553531677558,-0.41846768515194444,-0.06607384502399122,-1.0792061353918567,-0.34138153262395465,0.28631999510396194,-1.596784588079788,-0.5065661451839327,0.48454153017593565,-1.8720922756797513,-0.5836522977119225,0.6387138352319152,-2.1033507332637207,-0.6277015277279167,0.25328307259196636,-0.8919969078238815,-0.3744184551359503,0.6387138352319152,-1.453624590527807,-0.5285907601919297,0.8589599853118859,-1.80601843065576,-0.6166892202239181,1.0131322903678655,-2.1033507332637207,-0.6607384502399123,0.5726399902079239,-0.7157999877599049,-0.39644307014394736,0.90300921532788,-1.2554030554558333,-0.5175784526879312,1.1012307503998537,-1.640833818095782,-0.5726399902079239,1.2333784404478363,-1.9601907357117396,-0.6056769127199195,0.8589599853118859,-0.5396030676959284,-0.41846768515194444,1.1012307503998537,-1.002119982863867,-0.49555383767993416,1.2333784404478363,-1.2994522854718273,-0.5065661451839327,1.35451382299182,-1.574759973071791,-0.49555383767993416,Thank you
